English Word,Persian Translation,Encyclopedia Translation,User Suggestion
Riemannian geometry,هندسۀ ریمانی,,
Riemannian manifold,خمینۀ ریمان,,
Riemannian metric,متریک ریمانی,,
Riemannian space → Riemann space,,,
Riemann-Lebesgue lemma,لم ریمان- لبگ,,
Riemann-Roch theorem,قضیۀ ریمان- روخ,,
Riemann-Stieltjes integral,انتگرال ریمان- استیلت‌یس,,
Riesz space,فضای ریس,,
Riesz-Fischer theorem,قضیۀ ریس- فیشر,,
right adjoint linear mapping,نگاشت خطی الحاقی راست,,
right angle,زاویۀ قائمه,,
right annihilator,پوچ‌ساز راست,,
right ascension,بعد [نجوم],,
right circular cone,مخروط مستدیر قائم,,
right circular cylinder,استوانۀ مستدیر قائم,,
right continuous function,تابع راست‌پیوسته,,
right coset,هم‌مجموعۀ راست,,
right coset space,فضای هم‏مجموعه‌های راست,,
right cylindrical solid,جسم استوانه‌ای قائم,,
right derivative,مشتق راست,,
right differentiable function,تابع راست‌مشتق‌‌پذیر,,
right endpoint,نقطۀ انتهایی راست,,
right hand limit of a function = right limit of a function = limit from the right of a function = limit on the right of a function,حد راست تابع,,
right hereditary ring,حلقۀ موروثی راست,,
right ideal,ایده‏آل راست,,
right identity,همانی راست,,
right invariant tensor field,میدان تانسوری راست‌ناوردا,,
right inverse,وارون راست,,
right inverse element,عنصر وارون راست,,
right limit of a function → right hand limit of a function,,,
right lower derivative,مشتق پایین راست,,
right parallelepiped,متوازی‌السطوح قائم,,
right prism,منشور قائم,,
right quotient space,فضای خارج قسمتی راست,,
right section,مقطع قائم,,
right semihereditary ring,حلقۀ نیم‏موروثی راست,,
right translation,انتقال راست,,
right triangle,مثلث قائم‌الزاویه، مثلث قائم,,
right upper derivative,مشتق بالای راست,,
right-handed coordinate system,دستگاه مختصات راست‌گرد,,
rigid body,جسم صلب,,
rigid motion,حرکت صلب,,
rigidity of a sphere,صلبی کره,,
ring,حلقه,,
ring endomorphism,درون‏ریختی حلقه‏ها، درون‌ریختی حلقه‌ای,,
ring homomorphism = homomorphism of rings,همریختی حلقه‌ها، همریختی حلقه‌ای,,
ring isomorphism,یکریختی حلقه‌ها، یکریختی حلقه‌ای,,
ring of endomorphisms = endomorphism ring,حلقۀ درون‌ریختی‌ها,,
ring of fractions,حلقۀ کسرها,,
ring of operators,حلقۀ عملگرها، حلقۀ عملگری,,
ring of polynomials,حلقۀ چندجمله‌ای‏ها، حلقۀ چندجمله‌ای,,
ring of quotients,حلقۀ خارج قسمت‌ها,,
ring theory,نظریۀ حلقه‌ها,,
ring with identity → ring with unity,,,
ring with unity = unitary ring = ring with identity = unital ring,حلقۀ یکه‏دار,,
risk,مخاطره,,
risk function,تابع مخاطره,,
risk theory,نظریۀ مخاطره,,
Ritz method,روش ریتس,,
Rolle theorem,قضیۀ رول,,
Roman numerals → Roman numbers 1,,,
Roman numbers 1 = Roman numerals = Roman number system,دستگاه عدد نویسی رومی,,
Roman number system → Romon numbers 1,,,
Roman numbers 2,ارقام رومی,,
root,ریشه,,
root of a number,ریشۀ عدد,,
root field,میدان ریشه‏ها,,
root of a function → zero of a function,,,
root of a polynomial,ریشۀ چندجمله‌ای,,
root test,آزمون ریشه,,
rooted tree,درخت ریشه‌دار,,
roots of unity,ریشه‌های یک,,
rotation 1,دوران,,
rotation 2 → curl,,,
rotation angle,زاویۀ دوران,,
rotation group,گروه دورا‌ن‌ها,,
rotation of a vector,دوران بردار,,
rotational coordinates,مختصات دورانی,,
Rouche theorem,قضیۀ روشه,,
rounding,گرد کردن,,
rounding down,گرد کردن نقصانی,,
rounding method,روش گرد کردن,,
rounding off,گرد کردن,,
rounding up,گرد کردن اضافی,,
row,سطر,,
row echelon form,صورت پلکانی سطری,,
row matrix,ماتریس سطری,,
row nullity of a matrix,پوچۀ سطری ماتریس,,
row of a matrix,سطر ماتریس,,
row operations,عمل‌های سطری,,
row rank,رتبۀ سطری,,
row space,فضای سطری,,
row vector,بردار سطری,,
ruin probability,احتمال ورشکستگی,,
rule,قاعده,,
rule of double false position → regula duorum falsorum,,,
rule of false position → regula falsi,,,
rule of inference,قاعدۀ استنتاج,,
rule of thumb,قاعدۀ سرانگشتی,,
ruled surface,رویۀ خط‌ساخته,,
ruler,خط‌کش,,
rules of inference,قاعده‌های استنتاج,,
run,اجرا، رانش [کامپیوتر],,
Runge theorem,قضیۀ رونگه,,
Runge-Kutta method,روش رونگه-کوتا,,
runs test,آزمون ریسه‌ها، آزمون گردش,,
Russell definition of finiteness,تعریف راسل ازتناهی,,
Russell paradox,پارادوکس راسل,,
saddle point,نقطۀ زینی,,
saddle point method,روش نقطۀ زینی,,
saddle point theorem,قضیۀ نقطۀ زینی,,
saddle region,ناحیۀ زینی,,
saddle surface,رویۀ زینی,,
salient angle,زاویۀ محدب,,
salient point,نقطۀ توقف,,
saltus of a function → oscillation of a function at a point,,,
sample,نمونه,,
sample correlation coefficient,ضریب همبستگی نمونه‌ای,,
sample covariance,کوواریانس نمونه‌ای,,
sample design,طرح نمونه‌ای,,
sample estimate,برآورد نمونه‌ای,,
sample function,تابع نمونه‌ای,,
sample mean,میانگین نمونه، میانگین نمونه‌ای,,
sample median,میانۀ نمونه، میانۀ نمونه‌ای,,
sample path,مسیر نمونه‌ای,,
sample point,نقطۀ نمونه‌ای,,
sample size,اندازۀ نمونه,,
sample space = basic space,فضای نمونه‌ای,,
sample survey,بررسی نمونه‌ای,,
sample variance,واریانس نمونه‌ای,,
sampling,نمونه‌گیری,,
sampling distribution,توزیع نمونه‌گیری,,
sampling error,خطای نمونه‌گیری,,
sampling fraction,کسر نمونه‌گیری,,
sampling frame,چارچوب نمونه‌گیری,,
sampling interval,بازۀ نمونه‌گیری,,
sampling moment,گشتاور نمونه‌گیری,,
sampling plan,برنامۀ نمونه‌گیری,,
sampling procedure,شیوۀ نمونه‌گیری,,
sampling theorem,قضیۀ نمونه‌گیری,,
sampling theory,نظریۀ نمونه‌گیری,,
sampling unit,واحد نمونه‌گیری,,
sampling variability → sampling variation,,,
sampling variance,واریانس نمونه‌گیری,,
sampling variation = sampling variability,تغییرات نمونه‌گیری,,
sampling with replacement,نمونه‌گیری با جایگذاری,,
sampling without replacement,نمونه‌گیری بدون جایگذاری,,
satisfiability,صدق‌پذیری,,
satisfiable formula,فرمول صدق‌پذیر,,
saturated measure,اندازۀ اشباع‏شده,,
saturated set,مجموعۀ اشباع‌شده,,
saturation,اشباع,,
scalar,اسکالر,,
scalar curvature,خمیدگی اسکالر,,
scalar field 1,میدان اسکالرها,,
scalar field 2,میدان اسکالری,,
scalar function,تابع اسکالری، تابع اسکالرمقدار,,
scalar matrix,ماتریس اسکالری,,
scalar multiplication,ضرب اسکالر,,
scalar product 1,ضرب اسکالری,,
scalar product 2,حاصل‏ضرب اسکالری,,
scalar quantity,کمیت اسکالری,,
scalar triple product,حاصل‏ضرب سه‌گانۀ اسکالری,,
scale,مقیاس,,
scale parameter,پارامتر مقیاس,,
scale test,آزمون مقیاس,,
scalene triangle,مثلث مختلف‌الاضلاع,,
scaling method,روش مقیاس‌بندی,,
scatter diagram,نمودار پراکنش,,
scattered sheaf → flabby sheaf,,,
scattering operator,عملگر پراکندگی,,
schematic diagram,نمودار کلی,,
scheme1,طرح، طرحینه,,
scheme2,طرح کلی,,
schlicht function → univalent (analytic) function,,,
Schreier refinement theorem,قضیۀ تظریف شرایر,,
Schröder-Bernstein theorem,قضیۀ شرویدر- برنشتین,,
Schur lemma,لم شور,,
Schur multiplier,ضریب شور,,
Schur theorem,قضیۀ شور,,
Schwartz-Christoffel formula,فرمول شوارتس- کریستوفل,,
Schwartz-Christoffel transformation,تبدیل شوارتس- کریستوفل,,
Schwarz inequality,نابرابری شوارتس,,
Schwarz theorem,قضیۀ شوارتس,,
Schwarzian derivative,مشتق شوارتس,,
Schwartz space,فضای شوارتس,,
S-curve = reverse curve,شکل S خم,,
seasonal chart,نمودار فصلی,,
secant curve,خم سکانت,,
secant 1,سکانت,,
secant 2→ secant Line,,,
secant function,تابع سکانت,,
secant line = secant 2,خط قاطع,,
second axiom of countability,دومین اصل موضوع‌ شمارایی,,
second boundary value problem,دومین مسألۀ مقدار مرزی,,
second derivative,مشتق دوم,,
second fundamental form,دومین صورت بنیادی,,
second isomorphism theorem,دومین قضیۀ یکریختی,,
second law of cosines,قانون دوم کسینوس‌ها,,
second mean value theorem,دومین قضیۀ مقدار میانگین,,
second order critical point,نقطۀ بحرانی مرتبۀ دوم,,
second order equation,معادلۀ مرتبۀ دوم,,
second order logic,منطق مرتبۀ دوم,,
second order partial derivatives,مشتق‌های جزئی مرتبۀ دوم,,
second separation axiom,دومین اصل موضوع جداسازی,,
secondary diagonal,قطر فرعی,,
section 1,بخش,,
section 2,مقطع,,
section of a polyhedral angle,مقطع کنج,,
section of a group,بخش گروه,,
sectionally continuous function → piecewise continuous function,,,
sectionally smooth curve → piecewise smooth curve,,,
sector,قطاع,,
sector of a circle = circular sector,قطاع دایره,,
sector of a sphere,قطاع کره,,
secular trend,روند دیرپای,,
segment 1 → segment of a line,,,
segment 2,قطعه,,
segment in an ordered set,قطعۀ مجموعۀ مرتب,,
segment of a circle,قطعۀ دایره,,
segment of a curve,پاره‏خم,,
segment of a line = segment 1,پاره‌خط,,
segment of a sphere,قطعۀ کره,,
selection statistic,آمارۀ گزینش,,
self-adjoint differential equation,معادلۀ دیفرانسیل خودالحاقی,,
self-adjoint matrix,ماتریس خودالحاقی,,
self-adjoint operator,عملگر خودالحاقی,,
self-adjoint transformation,تبدیل خودالحاقی,,
self-centralizer,خودمرکزیساز,,
self-centralizing subgroup,زیرگروه خودمرکزی‌ساز,,
self-consistent field,میدان خودسازگار,,
self-dual linear space,فضای خطی خوددوگان,,
self-induced transparency,شفافیت خودالقا‌شده,,
